subject,filename,yaw,pitch,l_h_ratio,l_v_ratio,r_h_ratio,r_v_ratio,label
0033,0033_2m_15P_10V_-5H.jpg,-2.849,-27.530,0.501,0.501,0.502,0.501,1
0033,0033_2m_15P_10V_0H.jpg,-2.343,-29.166,0.502,0.500,0.503,0.500,1
0033,0033_2m_15P_10V_10H.jpg,-2.466,-27.309,0.502,0.501,0.502,0.500,1
0033,0033_2m_15P_10V_15H.jpg,-2.175,-28.827,0.502,0.500,0.503,0.500,0
0033,0033_2m_15P_10V_5H.jpg,-2.415,-27.326,0.502,0.501,0.503,0.499,1
0033,0033_2m_30P_-10V_-10H.jpg,-3.040,-41.664,0.501,0.502,0.500,0.500,1
0033,0033_2m_30P_-10V_-15H.jpg,-3.160,-42.149,0.500,0.500,0.499,0.499,0
0033,0033_2m_30P_-10V_-5H.jpg,-2.797,-42.185,0.502,0.502,0.501,0.502,1
0033,0033_2m_30P_-10V_0H.jpg,-2.934,-40.733,0.501,0.502,0.502,0.503,1
0033,0033_2m_30P_-10V_10H.jpg,-3.048,-42.912,0.502,0.500,0.503,0.501,1
0033,0033_2m_30P_-10V_15H.jpg,-1.962,-41.505,0.503,0.501,0.503,0.502,0
0033,0033_2m_30P_-10V_5H.jpg,-2.728,-42.281,0.502,0.501,0.502,0.502,1
0033,0033_2m_30P_0V_-10H.jpg,-3.212,-42.707,0.501,0.499,0.501,0.501,1
0033,0033_2m_30P_0V_-15H.jpg,-2.940,-43.478,0.500,0.499,0.499,0.498,0
0033,0033_2m_30P_0V_-5H.jpg,-3.391,-43.706,0.502,0.500,0.501,0.501,1
0033,0033_2m_30P_0V_0H.jpg,-2.751,-41.173,0.502,0.501,0.502,0.502,1
0033,0033_2m_30P_0V_10H.jpg,-2.513,-42.716,0.502,0.501,0.503,0.502,1
0033,0033_2m_30P_0V_15H.jpg,-2.730,-41.891,0.502,0.501,0.503,0.502,0
0033,0033_2m_30P_0V_5H.jpg,-2.897,-42.019,0.502,0.501,0.503,0.502,1
0033,0033_2m_30P_10V_-10H.jpg,175.271,-43.914,0.500,0.500,0.500,0.500,1
0033,0033_2m_30P_10V_-15H.jpg,175.372,-44.605,0.498,0.499,0.498,0.498,0
0033,0033_2m_30P_10V_-5H.jpg,175.300,-44.194,0.501,0.501,0.499,0.500,1
0033,0033_2m_30P_10V_0H.jpg,-2.956,-43.426,0.502,0.501,0.502,0.501,1
0033,0033_2m_30P_10V_10H.jpg,-3.050,-43.263,0.503,0.500,0.504,0.500,1
0033,0033_2m_30P_10V_15H.jpg,-3.033,-43.358,0.504,0.499,0.504,0.500,0
0033,0033_2m_30P_10V_5H.jpg,-2.514,-41.808,0.502,0.501,0.502,0.501,1
0034,0034_2m_-15P_-10V_-10H.jpg,-5.524,19.074,0.501,0.501,0.499,0.501,1
0034,0034_2m_-15P_-10V_-15H.jpg,-5.879,21.390,0.500,0.501,0.499,0.499,0
0034,0034_2m_-15P_-10V_-5H.jpg,-5.400,18.960,0.501,0.502,0.499,0.502,1
0034,0034_2m_-15P_-10V_0H.jpg,-5.282,19.478,0.500,0.502,0.500,0.500,1
0034,0034_2m_-15P_-10V_10H.jpg,-5.301,20.188,0.502,0.501,0.499,0.500,1
0034,0034_2m_-15P_-10V_15H.jpg,-5.383,19.950,0.502,0.502,0.500,0.501,0
0034,0034_2m_-15P_-10V_5H.jpg,-5.410,19.554,0.501,0.501,0.500,0.501,1
0034,0034_2m_-15P_0V_-10H.jpg,-6.294,22.150,0.500,0.501,0.499,0.500,1
0034,0034_2m_-15P_0V_-15H.jpg,-5.864,21.819,0.500,0.501,0.499,0.499,0
0034,0034_2m_-15P_0V_-5H.jpg,-5.955,21.132,0.500,0.501,0.501,0.500,1
0034,0034_2m_-15P_0V_0H.jpg,-6.897,22.293,0.500,0.501,0.500,0.500,1
0034,0034_2m_-15P_0V_10H.jpg,-5.733,24.499,0.501,0.501,0.500,0.500,1
0034,0034_2m_-15P_0V_15H.jpg,-5.548,20.571,0.501,0.501,0.499,0.500,0
0034,0034_2m_-15P_0V_5H.jpg,-5.304,20.624,0.501,0.501,0.501,0.501,1
0034,0034_2m_-15P_10V_-10H.jpg,-5.987,23.010,0.500,0.500,0.499,0.500,1
0034,0034_2m_-15P_10V_-15H.jpg,-5.852,22.043,0.500,0.501,0.499,0.499,0
0034,0034_2m_-15P_10V_-5H.jpg,-5.639,22.335,0.500,0.500,0.501,0.500,1
0034,0034_2m_-15P_10V_0H.jpg,-5.207,21.798,0.500,0.501,0.500,0.499,1
0034,0034_2m_-15P_10V_10H.jpg,-5.672,22.488,0.500,0.501,0.500,0.500,1
0034,0034_2m_-15P_10V_15H.jpg,-5.992,23.413,0.501,0.501,0.499,0.499,0
0034,0034_2m_-15P_10V_5H.jpg,-5.766,23.166,0.500,0.501,0.500,0.499,1
0034,0034_2m_-30P_-10V_-10H.jpg,-5.404,35.109,0.501,0.502,0.499,0.501,1
0034,0034_2m_-30P_-10V_-15H.jpg,-5.265,34.848,0.500,0.500,0.499,0.502,0
0034,0034_2m_-30P_-10V_-5H.jpg,-5.374,34.820,0.501,0.501,0.500,0.501,1
0034,0034_2m_-30P_-10V_0H.jpg,-5.653,33.738,0.500,0.502,0.500,0.502,1
0034,0034_2m_-30P_-10V_10H.jpg,-5.322,33.867,0.500,0.501,0.500,0.501,1
0034,0034_2m_-30P_-10V_15H.jpg,-6.090,33.852,0.500,0.498,0.500,0.501,0
0034,0034_2m_-30P_-10V_5H.jpg,-6.246,33.250,0.501,0.502,0.500,0.502,1
0034,0034_2m_-30P_0V_-10H.jpg,-5.442,33.053,0.500,0.501,0.500,0.502,1
0034,0034_2m_-30P_0V_-15H.jpg,-5.718,33.891,0.499,0.501,0.500,0.501,0
0034,0034_2m_-30P_0V_-5H.jpg,-5.210,33.872,0.500,0.502,0.500,0.501,1
0034,0034_2m_-30P_0V_0H.jpg,-5.308,33.809,0.501,0.503,0.499,0.501,1
0034,0034_2m_-30P_0V_10H.jpg,-5.120,33.478,0.500,0.502,0.499,0.500,1
0034,0034_2m_-30P_0V_15H.jpg,-5.042,33.722,0.500,0.503,0.500,0.500,0
0034,0034_2m_-30P_0V_5H.jpg,-5.037,33.359,0.501,0.504,0.500,0.501,1
0034,0034_2m_-30P_10V_-10H.jpg,-4.110,36.120,0.500,0.502,0.500,0.499,1
0034,0034_2m_-30P_10V_-15H.jpg,-4.687,34.917,0.500,0.501,0.500,0.501,0
0034,0034_2m_-30P_10V_-5H.jpg,-4.848,35.413,0.501,0.504,0.500,0.501,1
0034,0034_2m_-30P_10V_0H.jpg,-4.569,34.783,0.501,0.503,0.500,0.501,1
0034,0034_2m_-30P_10V_10H.jpg,-4.679,34.472,0.501,0.503,0.500,0.501,1
0034,0034_2m_-30P_10V_15H.jpg,-4.248,36.036,0.500,0.504,0.500,0.499,0
0034,0034_2m_-30P_10V_5H.jpg,-4.209,35.511,0.501,0.504,0.500,0.500,1
0034,0034_2m_0P_-10V_-10H.jpg,-4.488,0.855,0.502,0.501,0.501,0.501,1
0034,0034_2m_0P_-10V_-15H.jpg,-4.571,1.616,0.502,0.501,0.500,0.500,0
0034,0034_2m_0P_-10V_-5H.jpg,-4.494,0.371,0.502,0.501,0.500,0.500,1
0034,0034_2m_0P_-10V_0H.jpg,-3.848,-1.743,0.502,0.501,0.500,0.500,1
0034,0034_2m_0P_-10V_10H.jpg,-3.618,-1.598,0.501,0.500,0.501,0.500,1
0034,0034_2m_0P_-10V_15H.jpg,-3.696,0.536,0.501,0.501,0.500,0.501,0
0034,0034_2m_0P_-10V_5H.jpg,-3.886,1.392,0.501,0.501,0.500,0.500,1
0034,0034_2m_0P_0V_-10H.jpg,-3.844,-5.292,0.502,0.500,0.501,0.500,1
0034,0034_2m_0P_0V_-15H.jpg,-4.234,-5.338,0.501,0.500,0.500,0.500,0
0034,0034_2m_0P_0V_-5H.jpg,-4.195,-1.689,0.501,0.501,0.500,0.499,1
0034,0034_2m_0P_0V_0H.jpg,-3.521,-3.041,0.501,0.500,0.500,0.499,1
0034,0034_2m_0P_0V_10H.jpg,-3.699,-2.694,0.501,0.500,0.501,0.499,1
0034,0034_2m_0P_0V_15H.jpg,-4.033,-1.456,0.501,0.499,0.501,0.499,0
0034,0034_2m_0P_0V_5H.jpg,-3.559,-3.803,0.501,0.500,0.501,0.499,1
0034,0034_2m_0P_10V_-10H.jpg,-4.329,-4.681,0.500,0.500,0.501,0.499,1
0034,0034_2m_0P_10V_-15H.jpg,-4.547,-5.437,0.500,0.500,0.500,0.499,0
0034,0034_2m_0P_10V_-5H.jpg,-4.189,-6.290,0.501,0.500,0.501,0.498,1
0034,0034_2m_0P_10V_0H.jpg,-3.629,-6.543,0.501,0.500,0.501,0.499,1
0034,0034_2m_0P_10V_10H.jpg,-3.412,-4.165,0.501,0.499,0.501,0.499,1
0034,0034_2m_0P_10V_15H.jpg,-3.619,-3.777,0.502,0.499,0.502,0.499,0
0034,0034_2m_0P_10V_5H.jpg,-3.510,-4.793,0.501,0.499,0.501,0.499,1
0034,0034_2m_15P_-10V_-10H.jpg,-2.036,-20.841,0.502,0.501,0.500,0.500,1
0034,0034_2m_15P_-10V_-15H.jpg,-2.174,-21.016,0.502,0.502,0.499,0.501,0
0034,0034_2m_15P_-10V_-5H.jpg,-1.961,-21.292,0.502,0.501,0.501,0.501,1
0034,0034_2m_15P_-10V_0H.jpg,-1.888,-20.277,0.503,0.501,0.502,0.502,1
0034,0034_2m_15P_-10V_10H.jpg,-1.999,-20.417,0.504,0.500,0.502,0.501,1
0034,0034_2m_15P_-10V_15H.jpg,-2.018,-20.060,0.503,0.501,0.502,0.500,0
0034,0034_2m_15P_-10V_5H.jpg,-2.053,-20.143,0.503,0.500,0.501,0.501,1
0034,0034_2m_15P_0V_-10H.jpg,-2.513,-22.310,0.502,0.500,0.500,0.500,1
0034,0034_2m_15P_0V_-15H.jpg,-2.364,-22.826,0.502,0.501,0.499,0.500,0
0034,0034_2m_15P_0V_-5H.jpg,-2.528,-22.322,0.502,0.501,0.500,0.501,1
0034,0034_2m_15P_0V_0H.jpg,-2.652,-21.766,0.504,0.500,0.501,0.501,1
0034,0034_2m_15P_0V_10H.jpg,-1.873,-21.315,0.503,0.501,0.502,0.500,1
0034,0034_2m_15P_0V_15H.jpg,-2.375,-21.037,0.502,0.500,0.501,0.500,0
0034,0034_2m_15P_0V_5H.jpg,-2.072,-20.641,0.503,0.500,0.502,0.501,1
0034,0034_2m_15P_10V_-10H.jpg,-2.728,-22.268,0.501,0.501,0.500,0.500,1
0034,0034_2m_15P_10V_-15H.jpg,-2.465,-23.554,0.501,0.501,0.500,0.500,0
0034,0034_2m_15P_10V_-5H.jpg,-3.244,-23.662,0.501,0.501,0.501,0.500,1
0034,0034_2m_15P_10V_0H.jpg,-2.963,-22.951,0.502,0.501,0.502,0.501,1
0034,0034_2m_15P_10V_10H.jpg,-2.581,-23.004,0.503,0.499,0.503,0.501,1
0034,0034_2m_15P_10V_15H.jpg,-2.932,-22.617,0.503,0.499,0.502,0.499,0
0034,0034_2m_15P_10V_5H.jpg,-2.687,-22.851,0.502,0.500,0.502,0.500,1
0034,0034_2m_30P_-10V_-10H.jpg,-4.173,-32.295,0.502,0.502,0.500,0.500,1
0034,0034_2m_30P_-10V_-15H.jpg,-4.185,-32.389,0.502,0.501,0.499,0.501,0
0034,0034_2m_30P_-10V_-5H.jpg,-3.390,-32.874,0.503,0.502,0.500,0.502,1
0034,0034_2m_30P_-10V_0H.jpg,-3.625,-32.097,0.502,0.502,0.500,0.501,1
0034,0034_2m_30P_-10V_10H.jpg,-3.877,-31.479,0.503,0.501,0.501,0.500,1
0034,0034_2m_30P_-10V_15H.jpg,-3.848,-31.592,0.503,0.501,0.502,0.502,0
0034,0034_2m_30P_-10V_5H.jpg,-2.788,-32.278,0.502,0.502,0.501,0.501,1
0034,0034_2m_30P_0V_-10H.jpg,-4.584,-35.908,0.502,0.501,0.499,0.501,1
0034,0034_2m_30P_0V_-15H.jpg,172.937,-37.032,0.501,0.501,0.498,0.500,0
0034,0034_2m_30P_0V_-5H.jpg,-4.086,-35.206,0.503,0.502,0.500,0.502,1
0034,0034_2m_30P_0V_0H.jpg,-4.461,-35.659,0.502,0.502,0.501,0.502,1
0034,0034_2m_30P_0V_10H.jpg,-3.489,-34.463,0.503,0.502,0.502,0.502,1
0034,0034_2m_30P_0V_15H.jpg,-3.282,-34.237,0.505,0.501,0.501,0.501,0
0034,0034_2m_30P_0V_5H.jpg,-3.985,-34.292,0.502,0.501,0.501,0.502,1
0034,0034_2m_30P_10V_-10H.jpg,-4.915,-36.665,0.501,0.501,0.499,0.502,1
0034,0034_2m_30P_10V_-15H.jpg,-4.767,-35.120,0.501,0.501,0.498,0.501,0
0034,0034_2m_30P_10V_-5H.jpg,172.643,-37.394,0.503,0.502,0.500,0.501,1
0034,0034_2m_30P_10V_0H.jpg,-4.334,-34.470,0.502,0.502,0.501,0.502,1
0034,0034_2m_30P_10V_10H.jpg,172.498,-36.781,0.503,0.500,0.502,0.502,1
0034,0034_2m_30P_10V_15H.jpg,-4.133,-35.238,0.504,0.499,0.502,0.501,0
0034,0034_2m_30P_10V_5H.jpg,172.721,-37.697,0.501,0.501,0.502,0.502,1
0035,0035_2m_-15P_-10V_-10H.jpg,-2.169,9.100,0.500,0.500,0.498,0.500,1
0035,0035_2m_-15P_-10V_-15H.jpg,-2.249,9.598,0.500,0.500,0.499,0.500,0
0035,0035_2m_-15P_-10V_-5H.jpg,-2.306,10.546,0.501,0.500,0.499,0.500,1
0035,0035_2m_-15P_-10V_0H.jpg,-2.288,10.179,0.501,0.500,0.499,0.500,1
0035,0035_2m_-15P_-10V_10H.jpg,-1.952,9.742,0.501,0.500,0.499,0.500,1
0035,0035_2m_-15P_-10V_15H.jpg,-2.449,10.089,0.503,0.502,0.498,0.500,0
0035,0035_2m_-15P_-10V_5H.jpg,-2.105,8.913,0.501,0.500,0.499,0.500,1
0035,0035_2m_-15P_0V_-10H.jpg,-2.829,9.746,0.500,0.499,0.498,0.499,1
0035,0035_2m_-15P_0V_-15H.jpg,-2.599,8.493,0.501,0.499,0.498,0.498,0
0035,0035_2m_-15P_0V_-5H.jpg,-2.323,11.336,0.500,0.499,0.499,0.499,1
0035,0035_2m_-15P_0V_0H.jpg,-3.596,8.169,0.500,0.499,0.499,0.499,1
0035,0035_2m_-15P_0V_10H.jpg,-2.268,10.056,0.501,0.500,0.499,0.499,1
0035,0035_2m_-15P_0V_15H.jpg,-2.475,9.385,0.502,0.501,0.499,0.499,0
0035,0035_2m_-15P_0V_5H.jpg,-2.012,7.621,0.500,0.500,0.499,0.499,1
0035,0035_2m_-15P_10V_-10H.jpg,-3.268,15.964,0.500,0.499,0.499,0.497,1
0035,0035_2m_-15P_10V_-15H.jpg,-2.603,10.976,0.500,0.499,0.497,0.498,0
0035,0035_2m_-15P_10V_-5H.jpg,-2.582,16.474,0.499,0.498,0.500,0.498,1
0035,0035_2m_-15P_10V_0H.jpg,-2.322,11.311,0.500,0.498,0.499,0.499,1
0035,0035_2m_-15P_10V_10H.jpg,-2.457,14.302,0.500,0.500,0.499,0.499,1
0035,0035_2m_-15P_10V_15H.jpg,-2.513,12.773,0.502,0.500,0.499,0.499,0
0035,0035_2m_-15P_10V_5H.jpg,-2.143,11.563,0.499,0.499,0.499,0.499,1
0035,0035_2m_-30P_-10V_-10H.jpg,-0.823,36.609,0.498,0.502,0.498,0.499,1
0035,0035_2m_-30P_-10V_-15H.jpg,-1.699,36.073,0.498,0.501,0.498,0.500,0
0035,0035_2m_-30P_-10V_-5H.jpg,-1.079,35.594,0.499,0.501,0.498,0.499,1
0035,0035_2m_-30P_-10V_0H.jpg,-0.824,35.592,0.499,0.502,0.497,0.499,1
0035,0035_2m_-30P_-10V_10H.jpg,-0.673,36.729,0.500,0.502,0.498,0.499,1
0035,0035_2m_-30P_-10V_15H.jpg,-1.164,37.974,0.499,0.502,0.498,0.499,0
0035,0035_2m_-30P_-10V_5H.jpg,-1.022,35.024,0.500,0.501,0.498,0.499,1
0035,0035_2m_-30P_0V_-10H.jpg,-1.994,36.232,0.498,0.501,0.498,0.499,1
0035,0035_2m_-30P_0V_-15H.jpg,-2.532,35.260,0.498,0.501,0.499,0.499,0
0035,0035_2m_-30P_0V_-5H.jpg,-1.387,35.577,0.498,0.502,0.499,0.499,1
0035,0035_2m_-30P_0V_0H.jpg,-0.298,33.977,0.499,0.501,0.498,0.499,1
0035,0035_2m_-30P_0V_10H.jpg,-1.259,35.503,0.500,0.501,0.498,0.498,1
0035,0035_2m_-30P_0V_15H.jpg,-1.342,35.082,0.500,0.501,0.499,0.498,0
0035,0035_2m_-30P_0V_5H.jpg,-1.488,34.809,0.500,0.501,0.498,0.499,1
0035,0035_2m_-30P_10V_-10H.jpg,-1.395,36.671,0.497,0.501,0.499,0.498,1
0035,0035_2m_-30P_10V_-15H.jpg,-1.234,37.193,0.497,0.500,0.499,0.498,0
0035,0035_2m_-30P_10V_-5H.jpg,-0.963,37.024,0.498,0.502,0.499,0.498,1
0035,0035_2m_-30P_10V_0H.jpg,-0.136,35.317,0.499,0.501,0.498,0.498,1
0035,0035_2m_-30P_10V_10H.jpg,0.230,33.905,0.500,0.502,0.498,0.498,1
0035,0035_2m_-30P_10V_15H.jpg,0.506,35.946,0.499,0.502,0.499,0.498,0
0035,0035_2m_-30P_10V_5H.jpg,0.084,35.400,0.499,0.501,0.498,0.498,1
0035,0035_2m_0P_-10V_-10H.jpg,-2.489,-2.934,0.501,0.500,0.499,0.499,1
0035,0035_2m_0P_-10V_-15H.jpg,-2.758,-1.479,0.501,0.500,0.500,0.500,0
0035,0035_2m_0P_-10V_-5H.jpg,-2.552,-1.218,0.501,0.499,0.499,0.499,1
0035,0035_2m_0P_-10V_0H.jpg,-2.915,-1.343,0.501,0.499,0.499,0.499,1
0035,0035_2m_0P_-10V_10H.jpg,-2.688,-4.141,0.501,0.500,0.500,0.500,1
0035,0035_2m_0P_-10V_15H.jpg,-3.156,-4.728,0.502,0.500,0.499,0.500,0
0035,0035_2m_0P_-10V_5H.jpg,-2.708,-3.676,0.501,0.499,0.500,0.499,1
0035,0035_2m_0P_0V_-10H.jpg,-2.747,-4.063,0.501,0.499,0.499,0.498,1
0035,0035_2m_0P_0V_-15H.jpg,-2.897,-3.024,0.501,0.499,0.499,0.498,0
0035,0035_2m_0P_0V_-5H.jpg,-2.543,-2.398,0.501,0.499,0.499,0.499,1
0035,0035_2m_0P_0V_0H.jpg,-0.487,2.341,0.501,0.499,0.500,0.499,1
0035,0035_2m_0P_0V_10H.jpg,-2.718,-6.744,0.501,0.499,0.501,0.499,1
0035,0035_2m_0P_0V_15H.jpg,-2.981,-7.629,0.502,0.499,0.501,0.499,0
0035,0035_2m_0P_0V_5H.jpg,-2.699,-6.065,0.501,0.499,0.500,0.498,1
0035,0035_2m_0P_10V_-10H.jpg,-2.136,-1.302,0.501,0.499,0.499,0.498,1
0035,0035_2m_0P_10V_-15H.jpg,-2.291,2.648,0.501,0.499,0.499,0.498,0
0035,0035_2m_0P_10V_-5H.jpg,-2.463,-0.574,0.501,0.499,0.500,0.498,1
0035,0035_2m_0P_10V_0H.jpg,-2.086,0.327,0.501,0.499,0.500,0.499,1
0035,0035_2m_0P_10V_10H.jpg,-2.075,-4.617,0.502,0.499,0.500,0.499,1
0035,0035_2m_0P_10V_15H.jpg,-2.089,-3.591,0.502,0.499,0.500,0.499,0
0035,0035_2m_0P_10V_5H.jpg,-2.295,-0.814,0.501,0.499,0.501,0.499,1
0035,0035_2m_15P_-10V_-10H.jpg,-0.136,-19.365,0.503,0.501,0.500,0.501,1
0035,0035_2m_15P_-10V_-15H.jpg,-0.662,-18.815,0.502,0.501,0.500,0.500,0
0035,0035_2m_15P_-10V_-5H.jpg,-0.371,-18.341,0.503,0.501,0.501,0.500,1
0035,0035_2m_15P_-10V_0H.jpg,-0.297,-18.450,0.502,0.500,0.500,0.499,1
0035,0035_2m_15P_-10V_10H.jpg,-0.161,-18.438,0.502,0.499,0.501,0.500,1
0035,0035_2m_15P_-10V_15H.jpg,-1.091,-17.031,0.503,0.500,0.501,0.500,0
0035,0035_2m_15P_-10V_5H.jpg,-0.425,-18.440,0.502,0.500,0.501,0.499,1
0035,0035_2m_15P_0V_-10H.jpg,-1.101,-19.182,0.501,0.500,0.500,0.499,1
0035,0035_2m_15P_0V_-15H.jpg,-1.197,-17.780,0.502,0.501,0.500,0.500,0
0035,0035_2m_15P_0V_-5H.jpg,-0.998,-18.127,0.503,0.499,0.500,0.499,1
0035,0035_2m_15P_0V_0H.jpg,0.053,-16.303,0.502,0.499,0.500,0.498,1
0035,0035_2m_15P_0V_10H.jpg,-1.088,-17.949,0.503,0.498,0.501,0.499,1
0035,0035_2m_15P_0V_15H.jpg,-1.007,-20.067,0.503,0.499,0.501,0.499,0
0035,0035_2m_15P_0V_5H.jpg,-0.739,-18.453,0.502,0.499,0.500,0.499,1
0035,0035_2m_15P_10V_-10H.jpg,-1.269,-18.734,0.501,0.500,0.500,0.499,1
0035,0035_2m_15P_10V_-15H.jpg,-1.099,-19.696,0.501,0.501,0.499,0.499,0
0035,0035_2m_15P_10V_-5H.jpg,-1.495,-18.883,0.502,0.500,0.501,0.499,1
0035,0035_2m_15P_10V_0H.jpg,-1.149,-19.115,0.502,0.499,0.500,0.498,1
0035,0035_2m_15P_10V_10H.jpg,-0.741,-19.106,0.503,0.498,0.500,0.498,1
0035,0035_2m_15P_10V_15H.jpg,-1.589,-18.060,0.503,0.497,0.501,0.498,0
0035,0035_2m_15P_10V_5H.jpg,-0.682,-19.461,0.502,0.498,0.501,0.498,1
0035,0035_2m_30P_-10V_-10H.jpg,-0.569,-34.966,0.504,0.502,0.500,0.502,1
0035,0035_2m_30P_-10V_-15H.jpg,-0.692,-34.121,0.503,0.501,0.500,0.502,0
0035,0035_2m_30P_-10V_-5H.jpg,-0.314,-34.615,0.503,0.502,0.500,0.502,1
0035,0035_2m_30P_-10V_0H.jpg,-0.253,-34.722,0.503,0.502,0.501,0.502,1
0035,0035_2m_30P_-10V_10H.jpg,-0.099,-34.541,0.505,0.501,0.501,0.502,1
0035,0035_2m_30P_-10V_15H.jpg,-0.421,-34.700,0.505,0.500,0.503,0.502,0
0035,0035_2m_30P_-10V_5H.jpg,-0.068,-33.979,0.503,0.502,0.501,0.502,1
0035,0035_2m_30P_0V_-10H.jpg,-0.435,-35.239,0.503,0.500,0.500,0.502,1
0035,0035_2m_30P_0V_-15H.jpg,-0.258,-35.687,0.504,0.502,0.499,0.502,0
0035,0035_2m_30P_0V_-5H.jpg,-1.850,-35.901,0.503,0.501,0.500,0.502,1
0035,0035_2m_30P_0V_0H.jpg,2.000,-31.283,0.503,0.501,0.501,0.501,1
0035,0035_2m_30P_0V_10H.jpg,-0.437,-36.147,0.503,0.501,0.502,0.502,1
0035,0035_2m_30P_0V_15H.jpg,-1.774,-34.681,0.504,0.500,0.503,0.502,0
0035,0035_2m_30P_0V_5H.jpg,-0.703,-34.023,0.503,0.501,0.501,0.503,1
0035,0035_2m_30P_10V_-10H.jpg,-0.742,-36.357,0.502,0.501,0.500,0.502,1
0035,0035_2m_30P_10V_-15H.jpg,0.333,-36.790,0.503,0.501,0.499,0.502,0
0035,0035_2m_30P_10V_-5H.jpg,-0.534,-35.914,0.503,0.501,0.501,0.501,1
0035,0035_2m_30P_10V_0H.jpg,-0.851,-36.998,0.502,0.501,0.500,0.503,1
0035,0035_2m_30P_10V_10H.jpg,-0.240,-35.365,0.504,0.500,0.503,0.501,1
0035,0035_2m_30P_10V_15H.jpg,-1.424,-35.332,0.503,0.500,0.502,0.503,0
0035,0035_2m_30P_10V_5H.jpg,-1.053,-35.281,0.502,0.500,0.502,0.503,1
0036,0036_2m_-15P_-10V_-10H.jpg,-4.535,33.314,0.500,0.502,0.499,0.499,1
0036,0036_2m_-15P_-10V_-15H.jpg,-4.331,32.367,0.500,0.502,0.498,0.500,0
0036,0036_2m_-15P_-10V_-5H.jpg,-4.350,33.150,0.500,0.502,0.498,0.500,1
0036,0036_2m_-15P_-10V_0H.jpg,-4.149,32.495,0.501,0.502,0.498,0.499,1
0036,0036_2m_-15P_-10V_10H.jpg,-4.390,33.761,0.501,0.501,0.498,0.499,1
0036,0036_2m_-15P_-10V_15H.jpg,-4.327,32.502,0.501,0.503,0.498,0.499,0
0036,0036_2m_-15P_-10V_5H.jpg,-4.877,34.701,0.501,0.501,0.497,0.499,1
0036,0036_2m_-15P_0V_-10H.jpg,-4.251,34.304,0.499,0.500,0.498,0.499,1
0036,0036_2m_-15P_0V_-15H.jpg,-4.669,31.982,0.500,0.501,0.498,0.499,0
0036,0036_2m_-15P_0V_-5H.jpg,-4.722,34.359,0.499,0.500,0.498,0.499,1
0036,0036_2m_-15P_0V_0H.jpg,-4.038,34.098,0.500,0.502,0.498,0.498,1
0036,0036_2m_-15P_0V_10H.jpg,-4.192,35.693,0.502,0.502,0.497,0.499,1
0036,0036_2m_-15P_0V_15H.jpg,-4.459,35.139,0.502,0.501,0.498,0.499,0
0036,0036_2m_-15P_0V_5H.jpg,-4.427,33.967,0.501,0.501,0.497,0.499,1
0036,0036_2m_-15P_10V_-10H.jpg,-3.999,33.207,0.499,0.499,0.498,0.499,1
0036,0036_2m_-15P_10V_-15H.jpg,-3.572,33.896,0.499,0.500,0.496,0.498,0
0036,0036_2m_-15P_10V_-5H.jpg,-4.252,33.009,0.499,0.500,0.498,0.499,1
0036,0036_2m_-15P_10V_0H.jpg,-4.514,35.034,0.499,0.501,0.497,0.498,1
0036,0036_2m_-15P_10V_10H.jpg,-3.949,35.520,0.502,0.502,0.497,0.500,1
0036,0036_2m_-15P_10V_15H.jpg,-3.793,36.022,0.502,0.500,0.499,0.500,0
0036,0036_2m_-15P_10V_5H.jpg,-3.263,34.148,0.501,0.501,0.497,0.498,1
0036,0036_2m_-30P_-10V_-10H.jpg,-4.765,42.160,0.500,0.502,0.498,0.500,1
0036,0036_2m_-30P_-10V_-15H.jpg,-4.203,42.214,0.499,0.502,0.498,0.500,0
0036,0036_2m_-30P_-10V_-5H.jpg,-4.791,41.780,0.501,0.503,0.499,0.501,1
0036,0036_2m_-30P_-10V_0H.jpg,-4.702,42.343,0.501,0.502,0.499,0.501,1
0036,0036_2m_-30P_-10V_10H.jpg,-4.107,42.415,0.501,0.503,0.498,0.500,1
0036,0036_2m_-30P_-10V_15H.jpg,-3.466,42.423,0.502,0.503,0.499,0.499,0
0036,0036_2m_-30P_-10V_5H.jpg,-3.966,43.386,0.501,0.503,0.499,0.500,1
0036,0036_2m_-30P_0V_-10H.jpg,-3.430,41.852,0.500,0.502,0.499,0.499,1
0036,0036_2m_-30P_0V_-15H.jpg,-3.410,42.737,0.500,0.501,0.499,0.498,0
0036,0036_2m_-30P_0V_-5H.jpg,-3.877,41.629,0.501,0.501,0.499,0.499,1
0036,0036_2m_-30P_0V_0H.jpg,-5.144,48.059,0.500,0.502,0.499,0.500,1
0036,0036_2m_-30P_0V_10H.jpg,-2.752,42.777,0.501,0.502,0.500,0.500,1
0036,0036_2m_-30P_0V_15H.jpg,-179.669,40.819,0.501,0.503,0.499,0.500,0
0036,0036_2m_-30P_0V_5H.jpg,-2.866,42.483,0.501,0.502,0.499,0.498,1
0036,0036_2m_-30P_10V_-10H.jpg,-3.452,43.281,0.500,0.501,0.498,0.500,1
0036,0036_2m_-30P_10V_-15H.jpg,-4.076,41.433,0.500,0.501,0.499,0.499,0
0036,0036_2m_-30P_10V_-5H.jpg,-3.578,41.536,0.500,0.502,0.499,0.499,1
0036,0036_2m_-30P_10V_0H.jpg,-3.485,43.609,0.501,0.502,0.498,0.498,1
